hour,vwc_percent,Depth_m
12,41.936561547780800,0.004146627996622520
12,42.517713572451300,0.014041753857826400
12,40.96442600682850,0.02398093419973820
12,40.478358236352300,0.03389808730129600
12,39.75439627005400,0.0444393455462144
12,34.525496530709600,0.054144792393259700
12,28.940122618304600,0.06447679185481600
12,30.23275450640630,0.07435723288911730
12,30.813539410404200,0.08456196385085110
12,31.275744337163600,0.09476914228373540
12,31.975476339072700,0.10466182067378900
12,32.794155438892800,0.114242446492162
12,33.137780388413700,0.12445207239619700
12,33.0070854289805,0.13467148818483300
12,33.70681743088950,0.14456416657488700
12,33.81291530526080,0.1550882925217520
12,33.92011454164980,0.16468360316702800
12,34.026946657366300,0.17458851891283300
12,33.89625169793310,0.1848079347014700
12,34.00271669297700,0.19502245554780500
24,37.088250287539100,0.008500204331834880
24,39.87306148071070,0.018624952076811900
24,38.9374323282454,0.027907094317047200
24,39.04831921266940,0.03718165310773970
24,39.85637789171680,0.047320725146297400
24,40.19982389544950,0.056593598725980500
24,38.44990078320180,0.06646135179201120
24,34.25827543931350,0.07605694328001040
24,27.741058902337800,0.08566938687810450
24,28.665565662140500,0.09551776001752620
24,29.474129904490700,0.10478726317519000
24,29.817407387122500,0.11434999304850500
24,30.509355027616400,0.12420005139893600
24,30.969080591003500,0.13347208237311400
24,31.544748671843100,0.1433229833290500
24,31.422907915857400,0.15288908362438300
24,31.533457758079500,0.16274335500233800
24,31.99318332146660,0.17201538597651700
24,32.33646080409840,0.18157811584983100
24,32.563290205974900,0.191431544622281
50,40.81904777954260,0.008761338214786760
50,40.01065886982280,0.018332413496741300
50,39.89994143941090,0.027898433188266000
50,40.02178116876830,0.03746276768298080
50,39.91106373835640,0.04702878737450550
50,39.33523198840590,0.05659817745965010
50,38.759400238455400,0.06616756754479470
50,39.23007570746670,0.07572937424429460
50,39.235805376620400,0.08558440518872100
50,38.54369504678530,0.09515463787227050
50,37.38647039741150,0.10472824094944000
50,34.95018136930670,0.11431111260906400
50,28.792977784893100,0.12392094741764700
50,26.82197159600780,0.13379030253495700
50,27.17619996545350,0.14306309798155600
50,27.181761114926200,0.15262827507467500
50,27.420047943849200,0.1624816208222920
50,27.541719153525600,0.17175610146570000
50,27.780174502129700,0.1818993010646230
50,27.669120032355800,0.1908856130535350